sha1,source_image,source_label,dest_image,dest_label,box_count
8af4eeb1387ff1f4e6e6bb25a4a200c0ec01dcd2,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000107_000083_v8_div_balv2_0176__Videos__he3w2n9WvrI__11-mp4__t6-96_jpg.rf.bb240b4e88a3_8af4eeb1.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000107_000083_v8_div_balv2_0176__Videos__he3w2n9WvrI__11-mp4__t6-96_jpg.rf.bb240b4e88a3_8af4eeb1.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000107_000083_v8_div_balv2_0176__Videos__he3w2n9WvrI__11-mp4__t6-96_jpg.rf.bb240b4e88a3_8af4eeb1.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000107_000083_v8_div_balv2_0176__Videos__he3w2n9WvrI__11-mp4__t6-96_jpg.rf.bb240b4e88a3_8af4eeb1.txt,4
8bb5981ab8fde2118802c419df63311db9718267,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000131_000107_v8_div_balv2_0240__Videos__zW1bF2PsB0M__5-mp4__t10-26_jpg.rf.7f69cc795399_8bb5981a.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000131_000107_v8_div_balv2_0240__Videos__zW1bF2PsB0M__5-mp4__t10-26_jpg.rf.7f69cc795399_8bb5981a.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000131_000107_v8_div_balv2_0240__Videos__zW1bF2PsB0M__5-mp4__t10-26_jpg.rf.7f69cc795399_8bb5981a.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000131_000107_v8_div_balv2_0240__Videos__zW1bF2PsB0M__5-mp4__t10-26_jpg.rf.7f69cc795399_8bb5981a.txt,2
8f37e531102dd58468163067de6c06acdd40a997,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000264_000310_SL__MS-SL__frame_0060_jpg.rf.b00333d024e129b9b7b7dad4707c2389_8f37e531_8f37e531.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000264_000310_SL__MS-SL__frame_0060_jpg.rf.b00333d024e129b9b7b7dad4707c2389_8f37e531_8f37e531.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000264_000310_SL__MS-SL__frame_0060_jpg.rf.b00333d024e129b9b7b7dad4707c2389_8f37e531_8f37e531.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000264_000310_SL__MS-SL__frame_0060_jpg.rf.b00333d024e129b9b7b7dad4707c2389_8f37e531_8f37e531.txt,2
8f602c0ea86e60a14508cfc501d2cec862218d43,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000086_000062_v8_div_balv2_0120__SL__Mikaela_Shifferin_Slolom2-mov__t7-88_jpg.rf.086421_8f602c0e.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000086_000062_v8_div_balv2_0120__SL__Mikaela_Shifferin_Slolom2-mov__t7-88_jpg.rf.086421_8f602c0e.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000086_000062_v8_div_balv2_0120__SL__Mikaela_Shifferin_Slolom2-mov__t7-88_jpg.rf.086421_8f602c0e.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000086_000062_v8_div_balv2_0120__SL__Mikaela_Shifferin_Slolom2-mov__t7-88_jpg.rf.086421_8f602c0e.txt,1
8fdf69499ca1200fb34ca7ab25086ceaade298a4,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000296_000342_he3w2n9WvrI_3_he3w2n9WvrI_3_00018_png.rf.07422720b4303301ca8f3d0676e17ddd_8fdf6949.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000296_000342_he3w2n9WvrI_3_he3w2n9WvrI_3_00018_png.rf.07422720b4303301ca8f3d0676e17ddd_8fdf6949.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000296_000342_he3w2n9WvrI_3_he3w2n9WvrI_3_00018_png.rf.07422720b4303301ca8f3d0676e17ddd_8fdf6949.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000296_000342_he3w2n9WvrI_3_he3w2n9WvrI_3_00018_png.rf.07422720b4303301ca8f3d0676e17ddd_8fdf6949.txt,2
903844b610f8348396db93cd5f4a6c3f785141c0,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000172_000187_unseen_2909_SL_frame0396_jpg.rf.3d0cc5dd919b078448d61e53619308d4_903844b6_903844b6.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000172_000187_unseen_2909_SL_frame0396_jpg.rf.3d0cc5dd919b078448d61e53619308d4_903844b6_903844b6.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000172_000187_unseen_2909_SL_frame0396_jpg.rf.3d0cc5dd919b078448d61e53619308d4_903844b6_903844b6.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000172_000187_unseen_2909_SL_frame0396_jpg.rf.3d0cc5dd919b078448d61e53619308d4_903844b6_903844b6.txt,7
92ebdb321f71da6b9ab9ee01d0df28673b87850b,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000101_000077_v8_div_balv2_0158__Videos__nq2qj0fhYjc__0-mp4__t6-67_jpg.rf.97a7232771f24_92ebdb32.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000101_000077_v8_div_balv2_0158__Videos__nq2qj0fhYjc__0-mp4__t6-67_jpg.rf.97a7232771f24_92ebdb32.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000101_000077_v8_div_balv2_0158__Videos__nq2qj0fhYjc__0-mp4__t6-67_jpg.rf.97a7232771f24_92ebdb32.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000101_000077_v8_div_balv2_0158__Videos__nq2qj0fhYjc__0-mp4__t6-67_jpg.rf.97a7232771f24_92ebdb32.txt,1
92fb7d18c3a319bc7d0e713f38b55a72fec00656,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000221_000267_GS__MO-GS-R4__frame_0069_jpg.rf.530538d7f88571c5dabcd16a7d470200_92fb7d18_92fb7d18.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000221_000267_GS__MO-GS-R4__frame_0069_jpg.rf.530538d7f88571c5dabcd16a7d470200_92fb7d18_92fb7d18.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000221_000267_GS__MO-GS-R4__frame_0069_jpg.rf.530538d7f88571c5dabcd16a7d470200_92fb7d18_92fb7d18.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000221_000267_GS__MO-GS-R4__frame_0069_jpg.rf.530538d7f88571c5dabcd16a7d470200_92fb7d18_92fb7d18.txt,4
93d7f30109a7bc41aadd863f339311e7ee464a84,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000186_000201_unseen_2911_SL_frame0155_jpg.rf.0990387131f114ac9febb4da8d711d43_93d7f301_93d7f301.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000186_000201_unseen_2911_SL_frame0155_jpg.rf.0990387131f114ac9febb4da8d711d43_93d7f301_93d7f301.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000186_000201_unseen_2911_SL_frame0155_jpg.rf.0990387131f114ac9febb4da8d711d43_93d7f301_93d7f301.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000186_000201_unseen_2911_SL_frame0155_jpg.rf.0990387131f114ac9febb4da8d711d43_93d7f301_93d7f301.txt,18
94b27333df66d7b960ddc5357c71ca4d46def27f,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000299_000345_oKQFABiOTw8_11_oKQFABiOTw8_11_00002_png.rf.15bfd6b0e6bb8c4313bf203db7f691_94b27333.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000299_000345_oKQFABiOTw8_11_oKQFABiOTw8_11_00002_png.rf.15bfd6b0e6bb8c4313bf203db7f691_94b27333.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000299_000345_oKQFABiOTw8_11_oKQFABiOTw8_11_00002_png.rf.15bfd6b0e6bb8c4313bf203db7f691_94b27333.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000299_000345_oKQFABiOTw8_11_oKQFABiOTw8_11_00002_png.rf.15bfd6b0e6bb8c4313bf203db7f691_94b27333.txt,2
956ad8538e849b2943fe55824ee2e8d3e5787f8d,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000275_000321_SL__Mikaela-Shifferin-Slolom-training__frame_0224_jpg.rf.5e8ad61aaf79195a_956ad853.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000275_000321_SL__Mikaela-Shifferin-Slolom-training__frame_0224_jpg.rf.5e8ad61aaf79195a_956ad853.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000275_000321_SL__Mikaela-Shifferin-Slolom-training__frame_0224_jpg.rf.5e8ad61aaf79195a_956ad853.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000275_000321_SL__Mikaela-Shifferin-Slolom-training__frame_0224_jpg.rf.5e8ad61aaf79195a_956ad853.txt,8
97b914c3f01c9bbc73ee870fa435f0630324d574,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000094_000070_v8_div_balv2_0147__Videos__FW1S3VAKui8__0-mp4__t15-92_jpg.rf.5d9d0a0161d0_97b914c3.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000094_000070_v8_div_balv2_0147__Videos__FW1S3VAKui8__0-mp4__t15-92_jpg.rf.5d9d0a0161d0_97b914c3.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000094_000070_v8_div_balv2_0147__Videos__FW1S3VAKui8__0-mp4__t15-92_jpg.rf.5d9d0a0161d0_97b914c3.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000094_000070_v8_div_balv2_0147__Videos__FW1S3VAKui8__0-mp4__t15-92_jpg.rf.5d9d0a0161d0_97b914c3.txt,1
97ce4fa10c7373b6a34e2893ddc2df034dc2df29,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000262_000308_SL__MS-SL__frame_0048_jpg.rf.7afe13c2297be461ea34825e001b1bd1_97ce4fa1_97ce4fa1.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000262_000308_SL__MS-SL__frame_0048_jpg.rf.7afe13c2297be461ea34825e001b1bd1_97ce4fa1_97ce4fa1.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000262_000308_SL__MS-SL__frame_0048_jpg.rf.7afe13c2297be461ea34825e001b1bd1_97ce4fa1_97ce4fa1.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000262_000308_SL__MS-SL__frame_0048_jpg.rf.7afe13c2297be461ea34825e001b1bd1_97ce4fa1_97ce4fa1.txt,2
983f9cc4ab2328d0281c578938602a4843be0644,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000092_000068_v8_div_balv2_0141__Videos__zW1bF2PsB0M__16-mp4__t3-88_jpg.rf.647bbe9f3326_983f9cc4.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000092_000068_v8_div_balv2_0141__Videos__zW1bF2PsB0M__16-mp4__t3-88_jpg.rf.647bbe9f3326_983f9cc4.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000092_000068_v8_div_balv2_0141__Videos__zW1bF2PsB0M__16-mp4__t3-88_jpg.rf.647bbe9f3326_983f9cc4.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000092_000068_v8_div_balv2_0141__Videos__zW1bF2PsB0M__16-mp4__t3-88_jpg.rf.647bbe9f3326_983f9cc4.txt,4
9afe3907e6a99cb924fb7ee166608e0a8fca23cd,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000282_000328_SL__Mikaela-Shifferin-Slolom2__frame_0018_jpg.rf.63a0ee24722a37dbcd55be3e_9afe3907.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000282_000328_SL__Mikaela-Shifferin-Slolom2__frame_0018_jpg.rf.63a0ee24722a37dbcd55be3e_9afe3907.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000282_000328_SL__Mikaela-Shifferin-Slolom2__frame_0018_jpg.rf.63a0ee24722a37dbcd55be3e_9afe3907.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000282_000328_SL__Mikaela-Shifferin-Slolom2__frame_0018_jpg.rf.63a0ee24722a37dbcd55be3e_9afe3907.txt,5
9bd56e9a487aafe0ce725c50ba167a57d0dd1025,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000225_000271_GS__MO-GS-T2__frame_0036_jpg.rf.d2d05b66f912f11b9537747d9dab2dcc_9bd56e9a_9bd56e9a.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000225_000271_GS__MO-GS-T2__frame_0036_jpg.rf.d2d05b66f912f11b9537747d9dab2dcc_9bd56e9a_9bd56e9a.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000225_000271_GS__MO-GS-T2__frame_0036_jpg.rf.d2d05b66f912f11b9537747d9dab2dcc_9bd56e9a_9bd56e9a.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000225_000271_GS__MO-GS-T2__frame_0036_jpg.rf.d2d05b66f912f11b9537747d9dab2dcc_9bd56e9a_9bd56e9a.txt,2
9fc41a44dd8383448df7095b8897c6e507adc349,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000286_000332_SL__Mikaela-Shifferin-Slolom2__frame_0039_jpg.rf.8ff35c490ddcf56a5b58c7a3_9fc41a44.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000286_000332_SL__Mikaela-Shifferin-Slolom2__frame_0039_jpg.rf.8ff35c490ddcf56a5b58c7a3_9fc41a44.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000286_000332_SL__Mikaela-Shifferin-Slolom2__frame_0039_jpg.rf.8ff35c490ddcf56a5b58c7a3_9fc41a44.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000286_000332_SL__Mikaela-Shifferin-Slolom2__frame_0039_jpg.rf.8ff35c490ddcf56a5b58c7a3_9fc41a44.txt,2
a242e1d8192c71c6e294a5e56e24388772331bef,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000129_000105_v8_div_balv2_0238__Videos__qxfgw1Kd98A__13-mp4__t3-25_jpg.rf.8ce0377833b1_a242e1d8.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000129_000105_v8_div_balv2_0238__Videos__qxfgw1Kd98A__13-mp4__t3-25_jpg.rf.8ce0377833b1_a242e1d8.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000129_000105_v8_div_balv2_0238__Videos__qxfgw1Kd98A__13-mp4__t3-25_jpg.rf.8ce0377833b1_a242e1d8.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000129_000105_v8_div_balv2_0238__Videos__qxfgw1Kd98A__13-mp4__t3-25_jpg.rf.8ce0377833b1_a242e1d8.txt,2
a24ababd3368a0752886b48c2d156360afade461,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000301_000347_oKQFABiOTw8_22_oKQFABiOTw8_22_00028_png.rf.7dfa85609650a286edd9985a232ce3_a24ababd.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000301_000347_oKQFABiOTw8_22_oKQFABiOTw8_22_00028_png.rf.7dfa85609650a286edd9985a232ce3_a24ababd.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000301_000347_oKQFABiOTw8_22_oKQFABiOTw8_22_00028_png.rf.7dfa85609650a286edd9985a232ce3_a24ababd.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000301_000347_oKQFABiOTw8_22_oKQFABiOTw8_22_00028_png.rf.7dfa85609650a286edd9985a232ce3_a24ababd.txt,5
a31130ffb8aa5b56ba82963738d94fe537aaeabe,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000298_000344_nq2qj0fhYjc_0_nq2qj0fhYjc_0_00013_png.rf.5996db2449a363039cc293d63f0a7f8f_a31130ff.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000298_000344_nq2qj0fhYjc_0_nq2qj0fhYjc_0_00013_png.rf.5996db2449a363039cc293d63f0a7f8f_a31130ff.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000298_000344_nq2qj0fhYjc_0_nq2qj0fhYjc_0_00013_png.rf.5996db2449a363039cc293d63f0a7f8f_a31130ff.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000298_000344_nq2qj0fhYjc_0_nq2qj0fhYjc_0_00013_png.rf.5996db2449a363039cc293d63f0a7f8f_a31130ff.txt,1
a4cf44d3313e7b7d71c56ed72de7610fe9b21f90,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000209_000255_GS__Lucas-GS-T2__frame_0080_jpg.rf.e907cd4c25dcd581615be8e839294568_a4cf4_a4cf44d3.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000209_000255_GS__Lucas-GS-T2__frame_0080_jpg.rf.e907cd4c25dcd581615be8e839294568_a4cf4_a4cf44d3.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000209_000255_GS__Lucas-GS-T2__frame_0080_jpg.rf.e907cd4c25dcd581615be8e839294568_a4cf4_a4cf44d3.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000209_000255_GS__Lucas-GS-T2__frame_0080_jpg.rf.e907cd4c25dcd581615be8e839294568_a4cf4_a4cf44d3.txt,3
a4f722780cb9912c83b9f3a21cb0bf98693cb518,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000181_000196_unseen_2909_SL_frame0828_jpg.rf.8e34ec69ad75912539909f705e96f178_a4f72278_a4f72278.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000181_000196_unseen_2909_SL_frame0828_jpg.rf.8e34ec69ad75912539909f705e96f178_a4f72278_a4f72278.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000181_000196_unseen_2909_SL_frame0828_jpg.rf.8e34ec69ad75912539909f705e96f178_a4f72278_a4f72278.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000181_000196_unseen_2909_SL_frame0828_jpg.rf.8e34ec69ad75912539909f705e96f178_a4f72278_a4f72278.txt,7
a510fa9f63b8804b5bef59f3eb15f7f9bfd3ba00,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000155_000170_unseen_2907_SL_frame0528_jpg.rf.39fc48ddeb58330cda068017bc7ee1b1_a510fa9f_a510fa9f.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000155_000170_unseen_2907_SL_frame0528_jpg.rf.39fc48ddeb58330cda068017bc7ee1b1_a510fa9f_a510fa9f.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000155_000170_unseen_2907_SL_frame0528_jpg.rf.39fc48ddeb58330cda068017bc7ee1b1_a510fa9f_a510fa9f.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000155_000170_unseen_2907_SL_frame0528_jpg.rf.39fc48ddeb58330cda068017bc7ee1b1_a510fa9f_a510fa9f.txt,3
a6396cf973fc29db8e18945d11c9c6651f8184c5,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000166_000181_unseen_2909_SL_frame0180_jpg.rf.7a0135ff682225b10056dcc5f9f22782_a6396cf9_a6396cf9.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000166_000181_unseen_2909_SL_frame0180_jpg.rf.7a0135ff682225b10056dcc5f9f22782_a6396cf9_a6396cf9.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000166_000181_unseen_2909_SL_frame0180_jpg.rf.7a0135ff682225b10056dcc5f9f22782_a6396cf9_a6396cf9.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000166_000181_unseen_2909_SL_frame0180_jpg.rf.7a0135ff682225b10056dcc5f9f22782_a6396cf9_a6396cf9.txt,24
a694da38c79fb022738d51e45e200dfcccf88318,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000311_000357_uLW74013Wp0_20_uLW74013Wp0_20_00000_png.rf.2e6bfcf0b055de6af103a697829256_a694da38.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000311_000357_uLW74013Wp0_20_uLW74013Wp0_20_00000_png.rf.2e6bfcf0b055de6af103a697829256_a694da38.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000311_000357_uLW74013Wp0_20_uLW74013Wp0_20_00000_png.rf.2e6bfcf0b055de6af103a697829256_a694da38.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000311_000357_uLW74013Wp0_20_uLW74013Wp0_20_00000_png.rf.2e6bfcf0b055de6af103a697829256_a694da38.txt,4
a6b5d364a142267a38bdc14f0b75f0273ef3e711,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000318_000364_zW1bF2PsB0M_3_zW1bF2PsB0M_3_00002_png.rf.452cd291e9b1bc95887b882182e3a30c_a6b5d364.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000318_000364_zW1bF2PsB0M_3_zW1bF2PsB0M_3_00002_png.rf.452cd291e9b1bc95887b882182e3a30c_a6b5d364.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000318_000364_zW1bF2PsB0M_3_zW1bF2PsB0M_3_00002_png.rf.452cd291e9b1bc95887b882182e3a30c_a6b5d364.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000318_000364_zW1bF2PsB0M_3_zW1bF2PsB0M_3_00002_png.rf.452cd291e9b1bc95887b882182e3a30c_a6b5d364.txt,3
a6e0414b30e1f3d455cb5d6997be0adbe8893508,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000050_000026_v8_div_balv2_0026__GS__Lucas_GS_T2-mov__t43-16_jpg.rf.c56bba46ec7f3aa370e_a6e0414b.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000050_000026_v8_div_balv2_0026__GS__Lucas_GS_T2-mov__t43-16_jpg.rf.c56bba46ec7f3aa370e_a6e0414b.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000050_000026_v8_div_balv2_0026__GS__Lucas_GS_T2-mov__t43-16_jpg.rf.c56bba46ec7f3aa370e_a6e0414b.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000050_000026_v8_div_balv2_0026__GS__Lucas_GS_T2-mov__t43-16_jpg.rf.c56bba46ec7f3aa370e_a6e0414b.txt,6
a8efe6cb03d3c3c0c6317278d9452e6027b75e08,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000044_000020_v8_div_balv2_0013__GS__MO_GS_R4-mov__t52-52_jpg.rf.fd101563a29edf72870253_a8efe6cb.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000044_000020_v8_div_balv2_0013__GS__MO_GS_R4-mov__t52-52_jpg.rf.fd101563a29edf72870253_a8efe6cb.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000044_000020_v8_div_balv2_0013__GS__MO_GS_R4-mov__t52-52_jpg.rf.fd101563a29edf72870253_a8efe6cb.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000044_000020_v8_div_balv2_0013__GS__MO_GS_R4-mov__t52-52_jpg.rf.fd101563a29edf72870253_a8efe6cb.txt,2
