source_root,source_split,source_image,source_label,target_split,target_image,target_label,sha1,box_count
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000264_GS__MO-GS-R3__frame_0138_jpg.rf.be5c1a152c919adb8728d05fb5f7bedc_c1b99d15.jpg,data/annotations/final_combined_1class_20260213/train/labels/000264_GS__MO-GS-R3__frame_0138_jpg.rf.be5c1a152c919adb8728d05fb5f7bedc_c1b99d15.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000176_000264_GS__MO-GS-R3__frame_0138_jpg.rf.be5c1a152c919adb8728d05fb5f7bedc_c1b99d15_c1b99d15.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000176_000264_GS__MO-GS-R3__frame_0138_jpg.rf.be5c1a152c919adb8728d05fb5f7bedc_c1b99d15_c1b99d15.txt,c1b99d157c14d11d95336805a7d3b67b4cd29de8,3
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000265_GS__MO-GS-R4__frame_0035_jpg.rf.77785373fd4e9dd9673a7ff5e27ee6bf_74b11512.jpg,data/annotations/final_combined_1class_20260213/train/labels/000265_GS__MO-GS-R4__frame_0035_jpg.rf.77785373fd4e9dd9673a7ff5e27ee6bf_74b11512.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000177_000265_GS__MO-GS-R4__frame_0035_jpg.rf.77785373fd4e9dd9673a7ff5e27ee6bf_74b11512_74b11512.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000177_000265_GS__MO-GS-R4__frame_0035_jpg.rf.77785373fd4e9dd9673a7ff5e27ee6bf_74b11512_74b11512.txt,74b115127ee65ec75f63b1fdc8705369566f185b,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000266_GS__MO-GS-R4__frame_0044_jpg.rf.73270af7f184c8e783538d04e8a4a65a_1bfecf7e.jpg,data/annotations/final_combined_1class_20260213/train/labels/000266_GS__MO-GS-R4__frame_0044_jpg.rf.73270af7f184c8e783538d04e8a4a65a_1bfecf7e.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000178_000266_GS__MO-GS-R4__frame_0044_jpg.rf.73270af7f184c8e783538d04e8a4a65a_1bfecf7e_1bfecf7e.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000178_000266_GS__MO-GS-R4__frame_0044_jpg.rf.73270af7f184c8e783538d04e8a4a65a_1bfecf7e_1bfecf7e.txt,1bfecf7ee719d3cb49941760f38e1f0400122a23,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000267_GS__MO-GS-R4__frame_0069_jpg.rf.530538d7f88571c5dabcd16a7d470200_92fb7d18.jpg,data/annotations/final_combined_1class_20260213/train/labels/000267_GS__MO-GS-R4__frame_0069_jpg.rf.530538d7f88571c5dabcd16a7d470200_92fb7d18.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000179_000267_GS__MO-GS-R4__frame_0069_jpg.rf.530538d7f88571c5dabcd16a7d470200_92fb7d18_92fb7d18.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000179_000267_GS__MO-GS-R4__frame_0069_jpg.rf.530538d7f88571c5dabcd16a7d470200_92fb7d18_92fb7d18.txt,92fb7d18c3a319bc7d0e713f38b55a72fec00656,4
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000268_GS__MO-GS-R__frame_0000_jpg.rf.922042718d3b90332371c572b78947d2_8668702d.jpg,data/annotations/final_combined_1class_20260213/train/labels/000268_GS__MO-GS-R__frame_0000_jpg.rf.922042718d3b90332371c572b78947d2_8668702d.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000180_000268_GS__MO-GS-R__frame_0000_jpg.rf.922042718d3b90332371c572b78947d2_8668702d_8668702d.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000180_000268_GS__MO-GS-R__frame_0000_jpg.rf.922042718d3b90332371c572b78947d2_8668702d_8668702d.txt,8668702da297377569857a499496f9c6a4074b5c,8
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000269_GS__MO-GS-R__frame_0097_jpg.rf.beb5bc59f5bec92e4e47ce28904bc889_7d500a68.jpg,data/annotations/final_combined_1class_20260213/train/labels/000269_GS__MO-GS-R__frame_0097_jpg.rf.beb5bc59f5bec92e4e47ce28904bc889_7d500a68.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000181_000269_GS__MO-GS-R__frame_0097_jpg.rf.beb5bc59f5bec92e4e47ce28904bc889_7d500a68_7d500a68.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000181_000269_GS__MO-GS-R__frame_0097_jpg.rf.beb5bc59f5bec92e4e47ce28904bc889_7d500a68_7d500a68.txt,7d500a683310e75bbbc46112982964bcd4df45af,4
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000270_GS__MO-GS-R__frame_0099_jpg.rf.f28407a626707de2eb0c4dd029fd8b12_238cc894.jpg,data/annotations/final_combined_1class_20260213/train/labels/000270_GS__MO-GS-R__frame_0099_jpg.rf.f28407a626707de2eb0c4dd029fd8b12_238cc894.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000182_000270_GS__MO-GS-R__frame_0099_jpg.rf.f28407a626707de2eb0c4dd029fd8b12_238cc894_238cc894.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000182_000270_GS__MO-GS-R__frame_0099_jpg.rf.f28407a626707de2eb0c4dd029fd8b12_238cc894_238cc894.txt,238cc894e6029511fbf9d1108fb3cd467798f2bd,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000271_GS__MO-GS-T2__frame_0036_jpg.rf.d2d05b66f912f11b9537747d9dab2dcc_9bd56e9a.jpg,data/annotations/final_combined_1class_20260213/train/labels/000271_GS__MO-GS-T2__frame_0036_jpg.rf.d2d05b66f912f11b9537747d9dab2dcc_9bd56e9a.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000183_000271_GS__MO-GS-T2__frame_0036_jpg.rf.d2d05b66f912f11b9537747d9dab2dcc_9bd56e9a_9bd56e9a.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000183_000271_GS__MO-GS-T2__frame_0036_jpg.rf.d2d05b66f912f11b9537747d9dab2dcc_9bd56e9a_9bd56e9a.txt,9bd56e9a487aafe0ce725c50ba167a57d0dd1025,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000272_GS__MO-GS-T3__frame_0001_jpg.rf.042756b762b3913efff9481280afd326_539c9efc.jpg,data/annotations/final_combined_1class_20260213/train/labels/000272_GS__MO-GS-T3__frame_0001_jpg.rf.042756b762b3913efff9481280afd326_539c9efc.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000184_000272_GS__MO-GS-T3__frame_0001_jpg.rf.042756b762b3913efff9481280afd326_539c9efc_539c9efc.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000184_000272_GS__MO-GS-T3__frame_0001_jpg.rf.042756b762b3913efff9481280afd326_539c9efc_539c9efc.txt,539c9efcc19acef1d86638c1bba623f859a1bea1,4
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000273_GS__MO-GS-T3__frame_0018_jpg.rf.d7383db95a4b5bbf4ece8ed6cfec8f98_20a24ec2.jpg,data/annotations/final_combined_1class_20260213/train/labels/000273_GS__MO-GS-T3__frame_0018_jpg.rf.d7383db95a4b5bbf4ece8ed6cfec8f98_20a24ec2.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000185_000273_GS__MO-GS-T3__frame_0018_jpg.rf.d7383db95a4b5bbf4ece8ed6cfec8f98_20a24ec2_20a24ec2.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000185_000273_GS__MO-GS-T3__frame_0018_jpg.rf.d7383db95a4b5bbf4ece8ed6cfec8f98_20a24ec2_20a24ec2.txt,20a24ec202b4ef3dd52a0e02cf5f330131d3054f,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000274_GS__MO-GS-T3__frame_0028_jpg.rf.6117506a9f59c4e354f2465c57a1cdb6_08f84caa.jpg,data/annotations/final_combined_1class_20260213/train/labels/000274_GS__MO-GS-T3__frame_0028_jpg.rf.6117506a9f59c4e354f2465c57a1cdb6_08f84caa.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000186_000274_GS__MO-GS-T3__frame_0028_jpg.rf.6117506a9f59c4e354f2465c57a1cdb6_08f84caa_08f84caa.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000186_000274_GS__MO-GS-T3__frame_0028_jpg.rf.6117506a9f59c4e354f2465c57a1cdb6_08f84caa_08f84caa.txt,08f84caa84f70fd347d25861dabda18e504ea7b8,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000275_GS__MO-GS-T3__frame_0073_jpg.rf.7049468df7fa7fba9023091bd36a5934_c87eb65b.jpg,data/annotations/final_combined_1class_20260213/train/labels/000275_GS__MO-GS-T3__frame_0073_jpg.rf.7049468df7fa7fba9023091bd36a5934_c87eb65b.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000187_000275_GS__MO-GS-T3__frame_0073_jpg.rf.7049468df7fa7fba9023091bd36a5934_c87eb65b_c87eb65b.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000187_000275_GS__MO-GS-T3__frame_0073_jpg.rf.7049468df7fa7fba9023091bd36a5934_c87eb65b_c87eb65b.txt,c87eb65bcd44d267f041e33a2fe2402fe1b742e1,4
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000276_GS__MO-GS-T3__frame_0075_jpg.rf.a76e51ecf97e44664d0f34826a30636b_3cbf21bf.jpg,data/annotations/final_combined_1class_20260213/train/labels/000276_GS__MO-GS-T3__frame_0075_jpg.rf.a76e51ecf97e44664d0f34826a30636b_3cbf21bf.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000188_000276_GS__MO-GS-T3__frame_0075_jpg.rf.a76e51ecf97e44664d0f34826a30636b_3cbf21bf_3cbf21bf.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000188_000276_GS__MO-GS-T3__frame_0075_jpg.rf.a76e51ecf97e44664d0f34826a30636b_3cbf21bf_3cbf21bf.txt,3cbf21bfc8d66965f79bf2ac74219a987b732ddf,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000277_GS__MO-GS-T3__frame_0086_jpg.rf.2578afe4274ddcd52b0872ed16b450d9_4ef15f43.jpg,data/annotations/final_combined_1class_20260213/train/labels/000277_GS__MO-GS-T3__frame_0086_jpg.rf.2578afe4274ddcd52b0872ed16b450d9_4ef15f43.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000189_000277_GS__MO-GS-T3__frame_0086_jpg.rf.2578afe4274ddcd52b0872ed16b450d9_4ef15f43_4ef15f43.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000189_000277_GS__MO-GS-T3__frame_0086_jpg.rf.2578afe4274ddcd52b0872ed16b450d9_4ef15f43_4ef15f43.txt,4ef15f43ae2ee2fb7abe71472b8a889705fdb9e5,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000278_GS__MO-GS-T3__frame_0092_jpg.rf.864e63635bbba641054259a743630719_0aa2a123.jpg,data/annotations/final_combined_1class_20260213/train/labels/000278_GS__MO-GS-T3__frame_0092_jpg.rf.864e63635bbba641054259a743630719_0aa2a123.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000190_000278_GS__MO-GS-T3__frame_0092_jpg.rf.864e63635bbba641054259a743630719_0aa2a123_0aa2a123.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000190_000278_GS__MO-GS-T3__frame_0092_jpg.rf.864e63635bbba641054259a743630719_0aa2a123_0aa2a123.txt,0aa2a1234c436710a8cf4bf13da3c4a38d3c6d4c,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000279_GS__MO-GS-T__frame_0060_jpg.rf.3e24d943072453da20ee29b1e7abaf6c_bfad21e7.jpg,data/annotations/final_combined_1class_20260213/train/labels/000279_GS__MO-GS-T__frame_0060_jpg.rf.3e24d943072453da20ee29b1e7abaf6c_bfad21e7.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000191_000279_GS__MO-GS-T__frame_0060_jpg.rf.3e24d943072453da20ee29b1e7abaf6c_bfad21e7_bfad21e7.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000191_000279_GS__MO-GS-T__frame_0060_jpg.rf.3e24d943072453da20ee29b1e7abaf6c_bfad21e7_bfad21e7.txt,bfad21e723530122b0120298e3fb7281b6226096,4
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000280_GS__MO-GS-T__frame_0077_jpg.rf.5f16d38844897574286f85d2561246ed_f05e4889.jpg,data/annotations/final_combined_1class_20260213/train/labels/000280_GS__MO-GS-T__frame_0077_jpg.rf.5f16d38844897574286f85d2561246ed_f05e4889.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000192_000280_GS__MO-GS-T__frame_0077_jpg.rf.5f16d38844897574286f85d2561246ed_f05e4889_f05e4889.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000192_000280_GS__MO-GS-T__frame_0077_jpg.rf.5f16d38844897574286f85d2561246ed_f05e4889_f05e4889.txt,f05e4889106e378c5ed534b4e8ab55aa433f1faa,4
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000281_GS__MS-GS-R2__frame_0026_jpg.rf.7d38227d2c671d729f4aa9794942b33b_baef6789.jpg,data/annotations/final_combined_1class_20260213/train/labels/000281_GS__MS-GS-R2__frame_0026_jpg.rf.7d38227d2c671d729f4aa9794942b33b_baef6789.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000193_000281_GS__MS-GS-R2__frame_0026_jpg.rf.7d38227d2c671d729f4aa9794942b33b_baef6789_baef6789.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000193_000281_GS__MS-GS-R2__frame_0026_jpg.rf.7d38227d2c671d729f4aa9794942b33b_baef6789_baef6789.txt,baef6789dfb44a5479a0d82bd3d6f333e1bc1156,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000282_GS__MS-GS-R__frame_0069_jpg.rf.f54989d070888da3525da99386b74f49_5044c320.jpg,data/annotations/final_combined_1class_20260213/train/labels/000282_GS__MS-GS-R__frame_0069_jpg.rf.f54989d070888da3525da99386b74f49_5044c320.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000194_000282_GS__MS-GS-R__frame_0069_jpg.rf.f54989d070888da3525da99386b74f49_5044c320_5044c320.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000194_000282_GS__MS-GS-R__frame_0069_jpg.rf.f54989d070888da3525da99386b74f49_5044c320_5044c320.txt,5044c320c18131e5fc2558076ca53a7486bfda29,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000283_GS__MS-GS-R__frame_0102_jpg.rf.1467238bb076da33ad3e99b3dc44ae0d_b0451c0a.jpg,data/annotations/final_combined_1class_20260213/train/labels/000283_GS__MS-GS-R__frame_0102_jpg.rf.1467238bb076da33ad3e99b3dc44ae0d_b0451c0a.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000195_000283_GS__MS-GS-R__frame_0102_jpg.rf.1467238bb076da33ad3e99b3dc44ae0d_b0451c0a_b0451c0a.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000195_000283_GS__MS-GS-R__frame_0102_jpg.rf.1467238bb076da33ad3e99b3dc44ae0d_b0451c0a_b0451c0a.txt,b0451c0a2d4658f03f07b6043c810d69968d95a3,8
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000284_GS__MS-GS-R__frame_0130_jpg.rf.1c7bea1f4b8485b2021a4bcd0be1bf86_af121827.jpg,data/annotations/final_combined_1class_20260213/train/labels/000284_GS__MS-GS-R__frame_0130_jpg.rf.1c7bea1f4b8485b2021a4bcd0be1bf86_af121827.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000196_000284_GS__MS-GS-R__frame_0130_jpg.rf.1c7bea1f4b8485b2021a4bcd0be1bf86_af121827_af121827.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000196_000284_GS__MS-GS-R__frame_0130_jpg.rf.1c7bea1f4b8485b2021a4bcd0be1bf86_af121827_af121827.txt,af121827513677368ff60229be80c996fd811cb5,6
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000285_GS__MS-GS-R__frame_0139_jpg.rf.37fd4bfeb9ed393640ba2a72a5b0dc90_e8e0df58.jpg,data/annotations/final_combined_1class_20260213/train/labels/000285_GS__MS-GS-R__frame_0139_jpg.rf.37fd4bfeb9ed393640ba2a72a5b0dc90_e8e0df58.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000197_000285_GS__MS-GS-R__frame_0139_jpg.rf.37fd4bfeb9ed393640ba2a72a5b0dc90_e8e0df58_e8e0df58.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000197_000285_GS__MS-GS-R__frame_0139_jpg.rf.37fd4bfeb9ed393640ba2a72a5b0dc90_e8e0df58_e8e0df58.txt,e8e0df581e0222855efff0648efe196e53cc8089,4
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000286_GS__MS-GS-R__frame_0169_jpg.rf.4f81a1d56b835feca1b8a6083a05c521_e9988196.jpg,data/annotations/final_combined_1class_20260213/train/labels/000286_GS__MS-GS-R__frame_0169_jpg.rf.4f81a1d56b835feca1b8a6083a05c521_e9988196.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000198_000286_GS__MS-GS-R__frame_0169_jpg.rf.4f81a1d56b835feca1b8a6083a05c521_e9988196_e9988196.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000198_000286_GS__MS-GS-R__frame_0169_jpg.rf.4f81a1d56b835feca1b8a6083a05c521_e9988196_e9988196.txt,e998819671916e803545fd8db95c1789d318430e,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000287_GS__Mikaela-Shifferin-GS-racing__frame_0078_jpg.rf.bba2fada093ddfc60f59acb72d912_682ef486.jpg,data/annotations/final_combined_1class_20260213/train/labels/000287_GS__Mikaela-Shifferin-GS-racing__frame_0078_jpg.rf.bba2fada093ddfc60f59acb72d912_682ef486.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000199_000287_GS__Mikaela-Shifferin-GS-racing__frame_0078_jpg.rf.bba2fada093ddfc60f59ac_682ef486.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000199_000287_GS__Mikaela-Shifferin-GS-racing__frame_0078_jpg.rf.bba2fada093ddfc60f59ac_682ef486.txt,682ef4867105a8a307cc906a5d74bed7a5b7ad3e,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000288_GS__Mikaela-Shifferin-GS-racing__frame_0087_jpg.rf.a3978322779e4fc0bd9d83c2819d4_698d53b4.jpg,data/annotations/final_combined_1class_20260213/train/labels/000288_GS__Mikaela-Shifferin-GS-racing__frame_0087_jpg.rf.a3978322779e4fc0bd9d83c2819d4_698d53b4.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000200_000288_GS__Mikaela-Shifferin-GS-racing__frame_0087_jpg.rf.a3978322779e4fc0bd9d83_698d53b4.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000200_000288_GS__Mikaela-Shifferin-GS-racing__frame_0087_jpg.rf.a3978322779e4fc0bd9d83_698d53b4.txt,698d53b4dc9b877391a78d1f944d3875e55e2e9d,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000289_LjXeTB3Wl10_0_LjXeTB3Wl10_0_00021_png.rf.2ba0e62121f74d15fe546bc0fddd020f_1b35f926.jpg,data/annotations/final_combined_1class_20260213/train/labels/000289_LjXeTB3Wl10_0_LjXeTB3Wl10_0_00021_png.rf.2ba0e62121f74d15fe546bc0fddd020f_1b35f926.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000201_000289_LjXeTB3Wl10_0_LjXeTB3Wl10_0_00021_png.rf.2ba0e62121f74d15fe546bc0fddd020f_1b35f926.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000201_000289_LjXeTB3Wl10_0_LjXeTB3Wl10_0_00021_png.rf.2ba0e62121f74d15fe546bc0fddd020f_1b35f926.txt,1b35f9267586ef265016bba08a26bf1f9269a62a,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000290_NrWcP1s3QC0_0_NrWcP1s3QC0_0_00001_png.rf.dcb739ded6da932e5f062bc40e163efc_266d7fb8.jpg,data/annotations/final_combined_1class_20260213/train/labels/000290_NrWcP1s3QC0_0_NrWcP1s3QC0_0_00001_png.rf.dcb739ded6da932e5f062bc40e163efc_266d7fb8.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000202_000290_NrWcP1s3QC0_0_NrWcP1s3QC0_0_00001_png.rf.dcb739ded6da932e5f062bc40e163efc_266d7fb8.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000202_000290_NrWcP1s3QC0_0_NrWcP1s3QC0_0_00001_png.rf.dcb739ded6da932e5f062bc40e163efc_266d7fb8.txt,266d7fb80600b3a010930a3e9a7c5e638286d41e,3
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000291_NrWcP1s3QC0_11_NrWcP1s3QC0_11_00001_png.rf.93f2aaeb57f30b3c4133109a2a2031a5_65439024.jpg,data/annotations/final_combined_1class_20260213/train/labels/000291_NrWcP1s3QC0_11_NrWcP1s3QC0_11_00001_png.rf.93f2aaeb57f30b3c4133109a2a2031a5_65439024.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000203_000291_NrWcP1s3QC0_11_NrWcP1s3QC0_11_00001_png.rf.93f2aaeb57f30b3c4133109a2a2031_65439024.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000203_000291_NrWcP1s3QC0_11_NrWcP1s3QC0_11_00001_png.rf.93f2aaeb57f30b3c4133109a2a2031_65439024.txt,65439024f3d7dd7761cacb9cc79dca239c4b4ce0,7
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000292_NrWcP1s3QC0_13_NrWcP1s3QC0_13_00002_png.rf.68fbc0e617bdd02172a018e4ff18d8c9_fbc9b895.jpg,data/annotations/final_combined_1class_20260213/train/labels/000292_NrWcP1s3QC0_13_NrWcP1s3QC0_13_00002_png.rf.68fbc0e617bdd02172a018e4ff18d8c9_fbc9b895.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000204_000292_NrWcP1s3QC0_13_NrWcP1s3QC0_13_00002_png.rf.68fbc0e617bdd02172a018e4ff18d8_fbc9b895.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000204_000292_NrWcP1s3QC0_13_NrWcP1s3QC0_13_00002_png.rf.68fbc0e617bdd02172a018e4ff18d8_fbc9b895.txt,fbc9b89539627d1ae86532204acab4d2e859bde8,6
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000293_NrWcP1s3QC0_16_NrWcP1s3QC0_16_00001_png.rf.25bc7f76356e7a85b36ae57ab3bc8158_33d241bf.jpg,data/annotations/final_combined_1class_20260213/train/labels/000293_NrWcP1s3QC0_16_NrWcP1s3QC0_16_00001_png.rf.25bc7f76356e7a85b36ae57ab3bc8158_33d241bf.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000205_000293_NrWcP1s3QC0_16_NrWcP1s3QC0_16_00001_png.rf.25bc7f76356e7a85b36ae57ab3bc81_33d241bf.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000205_000293_NrWcP1s3QC0_16_NrWcP1s3QC0_16_00001_png.rf.25bc7f76356e7a85b36ae57ab3bc81_33d241bf.txt,33d241bfd053f7039eebd88e8e566c3046f4bf57,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000294_NrWcP1s3QC0_7_NrWcP1s3QC0_7_00001_png.rf.40fbe885e86bfb90d820592732ab44c6_c9dfa58c.jpg,data/annotations/final_combined_1class_20260213/train/labels/000294_NrWcP1s3QC0_7_NrWcP1s3QC0_7_00001_png.rf.40fbe885e86bfb90d820592732ab44c6_c9dfa58c.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000206_000294_NrWcP1s3QC0_7_NrWcP1s3QC0_7_00001_png.rf.40fbe885e86bfb90d820592732ab44c6_c9dfa58c.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000206_000294_NrWcP1s3QC0_7_NrWcP1s3QC0_7_00001_png.rf.40fbe885e86bfb90d820592732ab44c6_c9dfa58c.txt,c9dfa58cb7c4b5324acfc8489aab8c9bbb99d724,5
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000295_NrWcP1s3QC0_9_NrWcP1s3QC0_9_00001_png.rf.f2cbcb04863fa33a4740d4ce074240eb_4d56084e.jpg,data/annotations/final_combined_1class_20260213/train/labels/000295_NrWcP1s3QC0_9_NrWcP1s3QC0_9_00001_png.rf.f2cbcb04863fa33a4740d4ce074240eb_4d56084e.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000207_000295_NrWcP1s3QC0_9_NrWcP1s3QC0_9_00001_png.rf.f2cbcb04863fa33a4740d4ce074240eb_4d56084e.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000207_000295_NrWcP1s3QC0_9_NrWcP1s3QC0_9_00001_png.rf.f2cbcb04863fa33a4740d4ce074240eb_4d56084e.txt,4d56084ecf9dcc0dbd83a488942ffe539a9d9715,3
